contigID	contigLength	ExtractCompleteContig	PartialExtraction_Start	PartialExtraction_Stop
PRG_458	3339	1		
PRG_260	3325	1		
PRG_290	3327	1		
KI270582.1	6504	0		
KI270737.1	103838	0		
PRG_902	2998	1		
PRG_782	5761	1		
PRG_741	3354	1		
PRG_487	3340	1		
PRG_480	3327	1		
PRG_135	3517	1		
PRG_632	3349	1		
PRG_208	3518	1		
PRG_11	3543	1		
PRG_500	3347	1		
PRG_370	3334	1		
PRG_244	3322	1		
PRG_385	3327	1		
PRG_179	3503	1		
PRG_305	3324	1		
PRG_795	4921	1		
PRG_357	3328	1		
KI270528.1	2983	0		
PRG_367	3325	1		
KI270385.1	990	0		
PRG_653	3355	1		
PRG_317	3328	1		
PRG_66	6934	1		
PRG_229	10614	1		
PRG_765	12728	1		
PRG_373	3337	1		
PRG_158	3518	1		
PRG_887	3554	1		
PRG_129	3503	1		
PRG_682	3354	1		
PRG_335	3323	1		
KI270729.1	280839	0		
KI270707.1	32032	0		
PRG_98	3506	1		
PRG_877	6740	1		
PRG_807	3822	1		
KI270521.1	7642	0		
PRG_901	2999	1		
PRG_574	3349	1		
PRG_677	3349	1		
PRG_709	3354	1		
PRG_771	5710	1		
PRG_341	3338	1		
7	159345973	0		
PRG_355	3336	1		
KI270589.1	44474	0		
PRG_316	3323	1		
KI270721.1	100316	0		
PRG_747	3349	1		
PRG_759	11526	1		
PRG_588	3355	1		
PRG_432	3313	1		
PRG_408	3335	1		
PRG_225	5011	1		
KI270362.1	3530	0		
PRG_119	3518	1		
PRG_32	3616	1		
PRG_637	3349	1		
PRG_181	3520	1		
PRG_409	3322	1		
PRG_247	3324	1		
11	135086622	0		
PRG_25	3543	1		
PRG_361	3324	1		
PRG_352	3326	1		
PRG_291	3338	1		
PRG_89	3519	1		
PRG_888	2998	1		
GL000220.1	161802	0		
PRG_263	3340	1		
PRG_293	3327	1		
PRG_191	3520	1		
PRG_478	3325	1		
PRG_276	3336	1		
PRG_388	3326	1		
PRG_715	3355	1		
PRG_652	3348	1		
PRG_767	5710	1		
PRG_12	3543	1		
PRG_667	3355	1		
PRG_162	3503	1		
PRG_717	3355	1		
PRG_111	3519	1		
PRG_785	5806	1		
PRG_601	3349	1		
KI270518.1	2186	0		
PRG_909	2998	1		
PRG_543	3355	1		
PRG_728	3347	1		
PRG_242	3336	1		
PRG_599	3349	1		
PRG_911	2998	1		
PRG_577	3349	1		
PRG_623	3349	1		
PRG_838	13415	1		
PRG_517	3349	1		
PRG_529	3359	1		
KI270389.1	1298	0		
KI270508.1	1951	0		
PRG_303	3323	1		
PRG_570	3349	1		
PRG_773	5762	1		
PRG_514	3354	1		
PRG_20	3550	1		
PRG_899	2998	1		
PRG_447	3324	1		
KI270748.1	93321	0		
PRG_197	3518	1		
KI270387.1	1537	0		
KI270312.1	998	0		
PRG_298	3325	1		
PRG_750	11526	1		
PRG_550	3346	1		
PRG_533	3347	1		
PRG_580	3353	1		
PRG_126	3517	1		
PRG_808	3822	1		
PRG_306	3333	1		
PRG_723	3347	1		
KI270718.1	38054	0		
PRG_150	3518	1		
KI270411.1	2646	0		
PRG_92	3503	1		
PRG_913	2998	1		
PRG_365	3322	1		
PRG_772	5870	1		
KI270579.1	31033	0		
PRG_900	2998	1		
KI270724.1	39555	0		
PRG_859	3365	1		
PRG_598	3349	1		
PRG_524	3355	1		
PRG_262	3327	1		
PRG_418	3328	1		
PRG_202	3518	1		
PRG_428	3340	1		
4	190214555	0		
PRG_663	3355	1		
KI270755.1	36723	0		
PRG_489	3339	1		
KI270465.1	1774	0		
PRG_702	3349	1		
KI270743.1	210658	0		
PRG_634	3349	1		
PRG_468	3328	1		
PRG_508	3355	1		
PRG_283	3337	1		
PRG_862	3381	1		
PRG_424	3336	1		
PRG_40	11698	1		
KI270394.1	970	0		
PRG_315	3336	1		
PRG_182	3503	1		
PRG_603	3349	1		
PRG_498	3349	1		
PRG_895	2997	1		
PRG_659	3354	1		
PRG_642	3347	1		
PRG_383	3331	1		
PRG_46	11716	1		
PRG_222	3503	1		
PRG_707	3355	1		
PRG_780	5769	1		
KI270722.1	194050	0		
KI270746.1	66486	0		
PRG_743	3349	1		
PRG_249	3332	1		
PRG_834	14749	1		
PRG_69	5711	1		
PRG_600	3347	1		
PRG_34	3688	1		
PRG_256	3340	1		
PRG_391	3322	1		
PRG_791	5710	1		
PRG_569	3349	1		
PRG_52	7285	1		
PRG_188	3506	1		
PRG_376	3339	1		
PRG_614	3349	1		
PRG_17	3544	1		
PRG_94	3518	1		
PRG_675	3349	1		
PRG_203	3518	1		
PRG_250	3312	1		
PRG_9	4604811	1		
PRG_844	13434	1		
KI270422.1	1445	0		
PRG_68	5712	1		
PRG_218	3518	1		
PRG_138	3502	1		
PRG_615	3355	1		
20	64444167	0		
KI270714.1	41717	0		
PRG_456	3340	1		
KI270383.1	1750	0		
PRG_343	3327	1		
PRG_53	6915	1		
PRG_870	3403	1		
PRG_872	6739	1		
KI270751.1	150742	0		
PRG_324	3338	1		
GL000225.1	211173	0		
KI270713.1	40745	0		
14	107043718	0		
PRG_475	3327	1		
PRG_87	3519	1		
PRG_99	3518	1		
PRG_545	3354	1		
9	138394717	0		
PRG_10	3550	1		
PRG_665	3349	1		
PRG_761	11468	1		
PRG_483	3324	1		
KI270379.1	1045	0		
PRG_826	15623	1		
PRG_340	3339	1		
PRG_745	3347	1		
PRG_846	13438	1		
PRG_112	3503	1		
KI270438.1	112505	0		
PRG_271	3338	1		
PRG_721	3349	1		
KI270511.1	8127	0		
GL000208.1	92689	0		
PRG_30	3543	1		
PRG_265	3340	1		
PRG_131	3504	1		
PRG_285	3339	1		
PRG_64	6902	1		
PRG_452	3323	1		
PRG_572	3348	1		
PRG_406	3327	1		
PRG_850	2931	1		
PRG_847	15452	1		
PRG_805	3822	1		
PRG_592	3354	1		
PRG_50	6903	1		
PRG_145	3517	1		
PRG_27	3543	1		
PRG_787	5762	1		
KI270363.1	1803	0		
PRG_879	12760	1		
PRG_583	3349	1		
GL000226.1	15008	0		
PRG_160	3518	1		
PRG_630	3347	1		
PRG_55	7292	1		
PRG_22	3543	1		
PRG_74	3491	1		
PRG_854	2941	1		
PRG_736	3348	1		
PRG_522	3349	1		
PRG_334	3324	1		
PRG_502	3349	1		
PRG_857	3369	1		
PRG_301	3337	1		
PRG_109	3518	1		
KI270584.1	4513	0		
PRG_328	3323	1		
PRG_700	3354	1		
PRG_246	3323	1		
PRG_710	3354	1		
PRG_687	3349	1		
KI270741.1	157432	0		
PRG_692	3349	1		
PRG_650	3348	1		
PRG_281	3340	1		
PRG_100	3505	1		
PRG_257	3336	1		
PRG_274	3341	1		
KI270425.1	1884	0		
PRG_177	3517	1		
PRG_860	3374	1		
PRG_414	3339	1		
PRG_752	11461	1		
PRG_90	3520	1		
PRG_897	2998	1		
PRG_535	3355	1		
PRG_635	3349	1		
PRG_512	3349	1		
PRG_753	11516	1		
PRG_449	3338	1		
8	145138636	0		
PRG_422	3336	1		
PRG_536	3363	1		
PRG_657	3347	1		
PRG_559	3353	1		
PRG_157	3518	1		
PRG_416	3334	1		
PRG_81	3518	1		
PRG_16	3550	1		
PRG_893	2998	1		
KI270375.1	2378	0		
PRG_429	3333	1		
PRG_506	3355	1		
PRG_103	3503	1		
PRG_440	3325	1		
PRG_436	3323	1		
PRG_434	3339	1		
PRG_775	5761	1		
PRG_154	3518	1		
PRG_39	11699	1		
PRG_213	3503	1		
PRG_801	3822	1		
PRG_331	3323	1		
PRG_719	3349	1		
PRG_172	3503	1		
PRG_836	11074	1		
PRG_252	3323	1		
PRG_259	3327	1		
PRG_783	5859	1		
KI270517.1	3253	0		
PRG_199	3518	1		
PRG_840	10767	1		
PRG_466	3327	1		
PRG_345	3340	1		
PRG_41	11711	1		
PRG_125	3502	1		
PRG_644	3349	1		
PRG_312	3336	1		
PRG_472	3322	1		
KI270712.1	176043	0		
KI270731.1	150754	0		
KI270593.1	3041	0		
PRG_238	3339	1		
PRG_96	3517	1		
PRG_322	3336	1		
PRG_171	3517	1		
KI270507.1	5353	0		
PRG_454	3334	1		
KI270591.1	5796	0		
PRG_371	3339	1		
PRG_313	3322	1		
KI270429.1	1361	0		
PRG_240	3326	1		
PRG_329	3336	1		
PRG_612	3348	1		
PRG_278	3327	1		
PRG_649	3354	1		
PRG_7	4606388	1		
PRG_398	3326	1		
KI270414.1	2489	0		
KI270510.1	2415	0		
PRG_485	3326	1		
PRG_297	3336	1		
PRG_401	3323	1		
PRG_518	3354	1		
PRG_890	2998	1		
PRG_594	3349	1		
PRG_884	3557	1		
GL000195.1	182896	0		
KI270706.1	175055	0		
KI270753.1	62944	0		
PRG_243	3324	1		
PRG_831	13396	1		
PRG_595	3355	1		
PRG_332	3332	1		
PRG_776	5845	1		
PRG_236	10614	1		
PRG_192	3519	1		
PRG_914	2998	1		
21	46709983	0		
PRG_302	3323	1		
PRG_861	3368	1		
PRG_400	3313	1		
PRG_121	3517	1		
PRG_207	3518	1		
PRG_325	3327	1		
PRG_437	3323	1		
PRG_520	3349	1		
18	80373285	0		
PRG_396	3324	1		
PRG_705	3355	1		
KI270466.1	1233	0		
PRG_358	3324	1		
PRG_573	3368	1		
KI270747.1	198735	0		
PRG_712	3349	1		
PRG_796	4921	1		
PRG_228	5013	1		
PRG_777	5762	1		
PRG_83	3502	1		
PRG_504	3349	1		
PRG_679	3349	1		
PRG_802	3822	1		
KI270717.1	40062	0		
PRG_460	3327	1		
PRG_464	3325	1		
PRG_538	3349	1		
PRG_85	3519	1		
PRG_731	3354	1		
PRG_625	3354	1		
PRG_867	3403	1		
PRG_356	3340	1		
PRG_738	3349	1		
PRG_661	3349	1		
GL000205.2	185591	0		
PRG_132	3518	1		
PRG_318	3323	1		
PRG_811	9270	1		
KI270329.1	1040	0		
PRG_342	3336	1		
PRG_874	6740	1		
PRG_368	3325	1		
PRG_674	3349	1		
PRG_380	3323	1		
PRG_471	3326	1		
PRG_697	3349	1		
PRG_817	1903	1		
PRG_337	3336	1		
PRG_78	3502	1		
KI270725.1	172810	0		
PRG_494	3347	1		
PRG_618	3349	1		
PRG_620	3355	1		
PRG_619	3349	1		
KI270732.1	41543	0		
KI270392.1	971	0		
PRG_311	3325	1		
PRG_814	9270	1		
PRG_552	3363	1		
KI270419.1	1029	0		
KI270364.1	2855	0		
PRG_270	3323	1		
MT	16569	0		
PRG_148	3517	1		
PRG_607	3355	1		
PRG_38	11715	1		
PRG_44	11891	1		
PRG_442	3327	1		
PRG_72	5711	1		
PRG_378	3333	1		
PRG_174	3518	1		
KI270739.1	73985	0		
PRG_327	3323	1		
PRG_841	10147	1		
PRG_852	2941	1		
KI270756.1	79590	0		
6	170805979	0	28510120	33480575
KI270744.1	168472	0		
PRG_742	3355	1		
KI270580.1	1553	0		
PRG_5	76752	1		
KI270442.1	392061	0		
KI270723.1	38115	0		
PRG_13	3520	1		
10	133797422	0		
PRG_639	3363	1		
PRG_97	3503	1		
PRG_729	3348	1		
PRG_347	3327	1		
PRG_703	3355	1		
PRG_756	11526	1		
PRG_562	3348	1		
PRG_58	7288	1		
PRG_770	5874	1		
PRG_115	3502	1		
PRG_403	3322	1		
GL000219.1	179198	0		
PRG_47	7038	1		
PRG_108	3517	1		
PRG_880	12759	1		
KI270384.1	1658	0		
PRG_585	3349	1		
PRG_268	3325	1		
PRG_757	11532	1		
16	90338345	0		
PRG_423	3312	1		
PRG_61	6915	1		
PRG_656	3354	1		
PRG_597	3354	1		
PRG_809	3822	1		
PRG_234	10594	1		
PRG_631	3354	1		
PRG_239	3312	1		
PRG_275	3340	1		
PRG_354	3325	1		
PRG_701	3354	1		
PRG_205	3517	1		
PRG_627	3353	1		
PRG_781	5762	1		
PRG_386	3332	1		
PRG_903	2998	1		
PRG_886	3555	1		
PRG_462	3312	1		
PRG_654	3349	1		
PRG_829	13440	1		
PRG_907	2998	1		
PRG_65	6934	1		
PRG_744	3355	1		
PRG_232	10613	1		
PRG_430	3326	1		
PRG_60	6934	1		
KI270337.1	1121	0		
19	58617616	0		
PRG_469	3337	1		
PRG_590	3349	1		
PRG_223	3505	1		
PRG_786	5857	1		
PRG_876	6740	1		
PRG_134	3518	1		
GL000221.1	155397	0		
KI270373.1	1451	0		
PRG_681	3361	1		
PRG_215	3517	1		
PRG_672	3354	1		
PRG_308	3332	1		
PRG_8	4795265	1		
KI270752.1	27745	0		
KI270374.1	2656	0		
PRG_511	3349	1		
PRG_726	3352	1		
PRG_419	3339	1		
PRG_51	6923	1		
PRG_683	3349	1		
PRG_816	9270	1		
KI270733.1	179772	0		
KI270708.1	127682	0		
PRG_725	3349	1		
PRG_128	3503	1		
KI270749.1	158759	0		
PRG_159	3505	1		
PRG_575	3349	1		
KI270509.1	2318	0		
PRG_106	3517	1		
PRG_344	3327	1		
PRG_733	3349	1		
PRG_871	6740	1		
PRG_581	3355	1		
PRG_621	3349	1		
PRG_117	3519	1		
KI270390.1	2387	0		
KI270512.1	22689	0		
KI270538.1	91309	0		
PRG_24	3544	1		
PRG_254	3327	1		
KI270381.1	1930	0		
PRG_493	3327	1		
PRG_763	12723	1		
PRG_412	3322	1		
PRG_587	3349	1		
PRG_288	3323	1		
PRG_477	3323	1		
PRG_526	3354	1		
PRG_105	3517	1		
PRG_439	3325	1		
PRG_779	5676	1		
PRG_798	4921	1		
PRG_858	3363	1		
PRG_136	3505	1		
PRG_851	2941	1		
PRG_336	3322	1		
KI270715.1	161471	0		
PRG_824	11076	1		
PRG_564	3355	1		
PRG_865	3403	1		
PRG_153	3504	1		
GL000194.1	191469	0		
PRG_70	5705	1		
PRG_444	3312	1		
PRG_646	3349	1		
PRG_143	3518	1		
PRG_190	3504	1		
PRG_220	3503	1		
GL000216.2	176608	0		
PRG_554	3355	1		
PRG_36	3684	1		
PRG_531	3354	1		
PRG_714	3349	1		
PRG_882	3553	1		
PRG_29	3531	1		
PRG_426	3323	1		
PRG_516	3354	1		
PRG_45	11718	1		
KI270420.1	2321	0		
PRG_200	3502	1		
PRG_210	3502	1		
GL000213.1	164239	0		
PRG_184	3502	1		
KI270467.1	3920	0		
PRG_605	3349	1		
PRG_549	3348	1		
PRG_491	3327	1		
PRG_394	3322	1		
PRG_509	3355	1		
KI270334.1	1368	0		
PRG_169	3502	1		
PRG_19	3548	1		
PRG_532	3355	1		
PRG_694	3354	1		
PRG_670	3348	1		
KI270310.1	1201	0		
PRG_141	3499	1		
PRG_556	3349	1		
PRG_450	3325	1		
PRG_695	3354	1		
PRG_194	3508	1		
PRG_446	3326	1		
PRG_330	3324	1		
PRG_363	3340	1		
PRG_540	3348	1		
PRG_295	3323	1		
PRG_609	3349	1		
PRG_689	3349	1		
PRG_82	3502	1		
2	242193529	0		
PRG_864	3403	1		
KI270742.1	186739	0		
PRG_261	3336	1		
PRG_797	4921	1		
PRG_835	13230	1		
PRG_156	3503	1		
PRG_93	3519	1		
KI270588.1	6158	0		
PRG_427	3337	1		
PRG_273	3339	1		
PRG_104	3502	1		
PRG_15	3518	1		
KI270727.1	448248	0		
KI270311.1	12399	0		
PRG_284	3340	1		
PRG_558	3348	1		
PRG_459	3327	1		
PRG_476	3311	1		
PRG_730	3354	1		
PRG_56	6902	1		
KI270710.1	40176	0		
PRG_35	3688	1		
PRG_878	6740	1		
PRG_658	3349	1		
PRG_641	3355	1		
PRG_863	3367	1		
PRG_735	3349	1		
PRG_187	3500	1		
PRG_827	11054	1		
PRG_73	5711	1		
PRG_567	3354	1		
KI270395.1	1143	0		
PRG_165	3502	1		
PRG_346	3322	1		
PRG_333	3325	1		
PRG_1	4672374	1		
PRG_374	3335	1		
PRG_18	3517	1		
PRG_678	3348	1		
PRG_568	3349	1		
PRG_501	3363	1		
PRG_481	3312	1		
PRG_490	3336	1		
PRG_417	3323	1		
PRG_67	6934	1		
KI270317.1	37690	0		
KI270371.1	2805	0		
PRG_566	3347	1		
KI270302.1	2274	0		
PRG_482	3340	1		
PRG_486	3324	1		
PRG_314	3336	1		
KI270583.1	1400	0		
KI270519.1	138126	0		
KI270333.1	2699	0		
PRG_479	3332	1		
5	181538259	0		
PRG_183	3503	1		
PRG_410	3312	1		
PRG_255	3327	1		
PRG_616	3349	1		
PRG_237	3312	1		
GL000009.2	201709	0		
PRG_42	11894	1		
PRG_300	3332	1		
PRG_633	3349	1		
PRG_294	3336	1		
PRG_390	3336	1		
PRG_792	5873	1		
PRG_431	3323	1		
PRG_894	2998	1		
PRG_139	3519	1		
PRG_845	10739	1		
PRG_323	3325	1		
PRG_6	4929269	1		
PRG_224	5013	1		
PRG_889	2998	1		
PRG_668	3349	1		
PRG_515	3349	1		
PRG_822	11076	1		
PRG_724	3354	1		
PRG_576	3368	1		
KI270530.1	2168	0		
GL000224.1	179693	0		
KI270711.1	42210	0		
PRG_551	3354	1		
PRG_63	7039	1		
PRG_196	3520	1		
PRG_448	3313	1		
PRG_856	3363	1		
PRG_206	3518	1		
KI270316.1	1444	0		
PRG_264	3322	1		
PRG_198	3517	1		
PRG_766	12827	1		
PRG_589	3354	1		
PRG_591	3349	1		
PRG_651	3349	1		
PRG_788	5849	1		
PRG_299	3327	1		
PRG_898	2998	1		
PRG_241	3314	1		
PRG_362	3323	1		
PRG_144	3505	1		
PRG_110	3502	1		
PRG_292	3323	1		
PRG_178	3517	1		
PRG_806	3822	1		
PRG_217	3503	1		
GL000214.1	137718	0		
KI270738.1	99375	0		
PRG_453	3323	1		
PRG_212	3520	1		
22	50818468	0		
PRG_727	3353	1		
PRG_716	3349	1		
PRG_774	5776	1		
KI270730.1	112551	0		
PRG_304	3329	1		
PRG_648	3349	1		
PRG_127	3517	1		
KI270336.1	1026	0		
KI270435.1	92983	0		
PRG_912	2997	1		
PRG_467	3323	1		
PRG_578	3348	1		
PRG_387	3323	1		
PRG_604	3354	1		
KI270720.1	39050	0		
PRG_151	3518	1		
KI270335.1	1048	0		
KI270322.1	21476	0		
PRG_101	3503	1		
PRG_534	3355	1		
PRG_688	3348	1		
PRG_582	3352	1		
PRG_280	3327	1		
PRG_528	3349	1		
KI270468.1	4055	0		
GL000008.2	209709	0		
PRG_124	3517	1		
PRG_353	3335	1		
PRG_167	3502	1		
PRG_664	3354	1		
PRG_751	11518	1		
KI270581.1	7046	0		
PRG_760	11468	1		
PRG_910	2998	1		
PRG_892	2998	1		
PRG_80	3505	1		
PRG_699	3354	1		
PRG_662	3349	1		
PRG_102	3517	1		
PRG_507	3348	1		
PRG_189	3518	1		
PRG_505	3349	1		
PRG_553	3349	1		
1	248956422	0		
PRG_351	3326	1		
KI270740.1	37240	0		
PRG_201	3520	1		
KI270716.1	153799	0		
PRG_698	3348	1		
PRG_673	3354	1		
PRG_686	3355	1		
PRG_415	3339	1		
PRG_769	5866	1		
PRG_435	3327	1		
PRG_455	3340	1		
PRG_547	3349	1		
PRG_748	3355	1		
PRG_33	3688	1		
PRG_602	3354	1		
PRG_389	3340	1		
PRG_708	3349	1		
PRG_258	3312	1		
KI270396.1	1880	0		
PRG_384	3339	1		
PRG_235	10607	1		
PRG_4	4677643	1		
PRG_457	3328	1		
PRG_613	3349	1		
KI270417.1	2043	0		
PRG_320	3313	1		
KI270734.1	165050	0		
PRG_718	3354	1		
PRG_163	3518	1		
PRG_740	3349	1		
KI270544.1	1202	0		
PRG_321	3312	1		
PRG_251	3323	1		
PRG_624	3349	1		
PRG_800	3820	1		
PRG_473	3327	1		
PRG_433	3328	1		
KI270386.1	1788	0		
PRG_348	3332	1		
KI270372.1	1650	0		
PRG_95	3517	1		
PRG_848	15452	1		
PRG_170	3502	1		
PRG_155	3476	1		
PRG_643	3337	1		
PRG_375	3323	1		
PRG_130	3517	1		
PRG_820	13421	1		
PRG_825	13426	1		
3	198295559	0		
PRG_404	3339	1		
PRG_474	3332	1		
GL000218.1	161147	0		
PRG_484	3323	1		
PRG_722	3348	1		
PRG_896	2998	1		
PRG_180	3503	1		
PRG_113	3503	1		
PRG_88	3519	1		
PRG_219	3519	1		
PRG_286	3318	1		
PRG_31	3543	1		
PRG_571	3355	1		
PRG_382	3340	1		
PRG_26	3543	1		
PRG_397	3328	1		
PRG_873	6740	1		
PRG_193	3519	1		
PRG_282	3339	1		
PRG_366	3335	1		
PRG_226	5010	1		
PRG_407	3326	1		
KI270412.1	1179	0		
PRG_360	3323	1		
PRG_666	3354	1		
PRG_266	3325	1		
KI270590.1	4685	0		
PRG_746	3349	1		
PRG_204	3502	1		
KI270719.1	176845	0		
PRG_465	3326	1		
PRG_593	3349	1		
PRG_804	3822	1		
PRG_768	5766	1		
KI270548.1	1599	0		
PRG_230	10609	1		
PRG_118	3519	1		
PRG_496	3354	1		
PRG_868	3403	1		
PRG_905	2998	1		
PRG_209	3505	1		
KI270709.1	66860	0		
PRG_75	3519	1		
PRG_837	13435	1		
PRG_676	3354	1		
PRG_737	3348	1		
PRG_245	3327	1		
KI270516.1	1300	0		
PRG_413	3311	1		
PRG_691	3354	1		
PRG_309	3322	1		
PRG_523	3349	1		
PRG_421	3323	1		
PRG_499	3354	1		
PRG_799	4903	1		
KI270423.1	981	0		
PRG_146	3518	1		
PRG_503	3355	1		
KI270338.1	1428	0		
PRG_711	3346	1		
PRG_21	3543	1		
PRG_812	9270	1		
PRG_561	3354	1		
PRG_789	5806	1		
PRG_855	3363	1		
PRG_272	3337	1		
PRG_248	3332	1		
PRG_544	3355	1		
PRG_794	5762	1		
PRG_176	3511	1		
PRG_690	3349	1		
PRG_720	3349	1		
PRG_819	1883	1		
PRG_339	3326	1		
KI270320.1	4416	0		
PRG_513	3348	1		
PRG_122	3518	1		
PRG_488	3336	1		
PRG_537	3349	1		
PRG_638	3363	1		
PRG_754	11526	1		
KIRPRG_GI568335936	184499	0		
KIRPRG_GI568335966	123111	0		
KIRPRG_GI568335931	171027	0		
KIRPRG_GI568335983	170537	0		
KIRPRG_GI568335971	189352	0		
KIRPRG_GI568335963	170665	0		
KIRPRG_GI568335970	187935	0		
KIRPRG_GI568335981	170148	0		
KIRPRG_GI568335982	215732	0		
KIRPRG_GI338221262	987716	0		
KIRPRG_GI568335967	170701	0		
KIRPRG_GI568335933	209512	0		
KIRPRG_GI568335934	155532	0		
KIRPRG_GI568335965	190932	0		
KIRPRG_GI568335984	177381	0		
KIRPRG_GI338221268	987100	0		
KIRPRG_GI568335928	248807	0		
KIRPRG_GI568335939	729520	0		
KIRPRG_GI568335979	186203	0		
KIRPRG_GI568335964	184516	0		
KIRPRG_GI568335988	1066390	0		
KIRPRG_GI568335969	282224	0		
KIRPRG_GI568335998	1066800	0		
KIRPRG_GI568335930	157053	0		
KIRPRG_GI568335962	205194	0		
KIRPRG_GI568335937	170680	0		
KIRPRG_GI568335980	200773	0		
